date,open,close,high,low,volume
2026-01-29,30.0,24.78,31.0,24.31,1202291.55
2026-01-30,22.85,21.68,23.48,21.4,706135.24
2026-02-02,21.0,21.53,22.5,20.5,503971.74
2026-02-03,21.0,20.91,21.5,20.78,434212.81
2026-02-04,20.62,20.54,21.63,20.0,540786.53
2026-02-05,20.08,19.58,20.12,19.58,352281.18
2026-02-06,19.32,19.29,19.77,19.1,229106.04
2026-02-09,19.45,19.8,20.0,19.38,258339.36
2026-02-10,19.77,19.46,19.85,19.43,164814.31
2026-02-11,19.51,20.61,20.97,19.47,487872.95
2026-02-12,20.41,20.04,20.58,20.0,244184.22
2026-02-13,19.9,19.64,20.02,19.62,163542.93
2026-02-24,19.86,20.8,21.15,19.86,328912.05
2026-02-25,20.82,21.32,21.66,20.82,330947.01
2026-02-26,21.05,21.21,21.35,20.9,180092.89
2026-02-27,21.03,20.93,21.05,20.84,117588.44
2026-03-02,20.59,20.52,20.88,20.42,131846.47
2026-03-03,20.52,19.5,20.65,19.48,157047.93
2026-03-04,19.25,19.3,19.79,19.21,93290.53
2026-03-05,19.66,19.5,19.78,19.44,79835.43
2026-03-06,19.5,19.62,19.68,19.25,68293.85
2026-03-09,19.27,19.72,19.76,19.25,86518.73
2026-03-10,19.83,19.94,20.08,19.77,95176.16
2026-03-11,19.94,20.18,20.49,19.83,148402.21
2026-03-12,20.36,20.96,20.97,20.2,257750.05
2026-03-13,21.28,21.62,22.11,21.05,425266.98
2026-03-16,21.8,21.26,22.1,20.9,303334.64
2026-03-17,21.01,22.33,22.98,20.96,482675.38
2026-03-18,22.18,21.99,22.3,21.34,346951.96
2026-03-19,21.57,21.2,21.95,21.01,256329.24
2026-03-20,21.27,20.26,21.48,20.21,230812.81
2026-03-23,19.8,19.98,20.72,19.66,189881.83
2026-03-24,20.35,20.51,20.98,19.66,199157.6
2026-03-25,20.5,20.69,20.92,20.4,174364.71
2026-03-26,20.67,19.64,20.68,19.51,215788.04
2026-03-27,19.41,19.9,20.3,19.41,138074.46
2026-03-30,19.82,19.62,19.9,19.27,134430.51
2026-03-31,19.61,19.0,19.69,18.99,173848.86
2026-04-01,19.32,20.1,20.25,19.32,238863.86
2026-04-02,20.1,19.25,20.1,19.16,209927.88
2026-04-03,19.25,18.86,19.3,18.8,110425.89
