date,open,close,high,low,volume
2026-02-02,20.0,19.46,20.15,19.43,47989.0
2026-02-03,19.55,19.7,19.72,19.54,29206.62
2026-02-04,19.71,19.8,19.91,19.59,28640.35
2026-02-05,19.77,19.75,19.9,19.64,26937.3
2026-02-06,19.7,19.8,20.07,19.54,31209.83
2026-02-09,19.88,19.97,20.01,19.84,29465.07
2026-02-10,19.9,19.89,20.02,19.88,25292.52
2026-02-11,19.9,19.86,19.97,19.78,26652.02
2026-02-12,19.92,19.55,19.92,19.52,41014.0
2026-02-13,19.54,19.85,20.29,19.51,56202.53
2026-02-24,19.96,20.78,21.08,19.89,122293.85
2026-02-25,20.7,20.58,20.88,20.46,68133.35
2026-02-26,20.6,20.7,20.83,20.49,56687.6
2026-02-27,20.65,20.53,20.7,20.37,42804.35
2026-03-02,20.35,21.25,21.5,20.3,164532.29
2026-03-03,21.32,21.05,21.7,20.65,151979.18
2026-03-04,20.64,20.85,21.21,20.31,86986.88
2026-03-05,20.91,21.5,21.58,20.69,149711.73
2026-03-06,21.3,21.44,21.65,21.17,99238.35
2026-03-09,21.04,21.58,21.65,20.51,101637.22
2026-03-10,21.65,21.42,21.76,21.17,94929.02
2026-03-11,21.3,21.13,21.38,21.12,60674.82
2026-03-12,21.15,22.26,22.33,21.13,202423.39
2026-03-13,22.0,22.4,22.99,21.74,199325.39
2026-03-16,22.26,23.04,23.16,21.92,184169.06
2026-03-17,23.03,22.26,23.03,22.25,155169.55
2026-03-18,22.03,22.63,22.91,21.3,166305.57
