date,open,close,high,low,volume
2025-11-07,96.94,70.52,96.94,68.0,238640.62
2025-11-10,69.9,72.82,76.01,68.02,147538.14
2025-11-11,71.0,69.56,72.5,66.66,131218.85
2025-11-12,68.87,66.83,68.87,66.8,77668.93
2025-11-13,66.99,65.71,67.65,65.55,81484.24
2025-11-14,64.53,62.48,64.7,62.48,73186.02
2025-11-17,61.57,62.51,62.98,61.56,41168.56
2025-11-18,62.51,66.22,67.57,62.18,104038.43
2025-11-19,67.99,69.35,69.69,67.8,75025.22
2025-11-20,69.35,75.27,76.29,68.95,123792.51
2025-11-21,74.28,72.77,76.28,72.31,78872.77
2025-11-24,73.2,73.99,77.19,72.8,77165.9
2025-11-25,76.68,73.48,77.18,72.1,76648.15
2025-11-26,73.0,72.06,74.4,71.6,57374.48
2025-11-27,70.8,69.51,72.73,69.24,49589.01
2025-11-28,68.6,67.56,69.5,66.46,40531.9
2025-12-01,67.83,69.71,71.8,67.83,41380.84
2025-12-02,68.97,67.09,68.99,66.83,30671.87
2025-12-03,66.54,73.8,73.8,66.54,65016.32
2025-12-04,72.78,70.91,74.45,70.53,64650.1
2025-12-05,70.1,71.47,72.38,68.07,55998.59
2025-12-08,70.68,72.7,73.6,70.45,41987.95
2025-12-09,73.22,78.4,79.9,72.5,62882.56
2025-12-10,77.0,75.03,77.48,74.58,43474.36
2025-12-11,74.03,73.05,75.59,72.8,34893.74
2025-12-12,72.55,70.75,73.24,70.56,36386.29
2025-12-15,70.7,70.58,71.38,69.6,28489.71
2025-12-16,70.6,67.44,70.6,66.78,33450.65
2025-12-17,67.02,68.13,68.25,66.19,28575.72
2025-12-18,67.03,66.9,68.1,66.45,21704.18
2025-12-19,66.8,66.91,67.96,66.69,20328.32
2025-12-22,66.67,67.89,68.56,66.66,25186.56
2025-12-23,67.9,67.7,69.46,67.18,27844.24
2025-12-24,67.9,66.07,67.97,64.39,39308.98
2025-12-25,65.3,65.51,65.98,65.2,22307.49
2025-12-26,65.55,65.09,66.08,64.79,24747.83
2025-12-29,65.0,64.0,65.98,63.78,32116.63
2025-12-30,63.7,63.61,63.9,62.85,16123.21
2025-12-31,63.72,62.49,63.93,62.49,21754.41
2026-01-05,62.5,65.36,65.44,62.5,34029.37
2026-01-06,65.22,64.94,65.5,64.21,23529.66
2026-01-07,65.11,65.23,65.79,64.91,21475.43
2026-01-08,65.11,67.01,68.08,64.8,37565.38
2026-01-09,66.88,68.74,68.88,66.38,34013.73
2026-01-12,68.0,68.07,68.96,67.0,27677.31
2026-01-13,68.06,66.45,68.06,66.34,21793.92
2026-01-14,66.48,65.43,67.35,65.2,25400.63
2026-01-15,65.5,66.4,69.48,65.43,34266.24
2026-01-16,66.28,67.68,68.5,66.28,24563.7
2026-01-19,68.14,70.89,73.18,68.0,51524.18
2026-01-20,70.92,71.37,71.95,69.84,29920.32
2026-01-21,70.46,74.31,75.09,70.46,40976.06
2026-01-22,74.04,71.95,74.1,71.8,25792.55
2026-01-23,71.95,71.89,72.41,70.51,30695.83
2026-01-26,73.0,69.98,73.56,69.33,26614.0
2026-01-27,70.65,71.9,73.98,70.65,37666.08
2026-01-28,71.88,71.19,73.52,70.12,36578.89
2026-01-29,70.68,71.38,73.01,68.88,26733.0
2026-01-30,70.85,69.73,72.2,69.0,24078.62
2026-02-02,69.74,68.1,70.85,67.99,19289.18
2026-02-03,68.5,68.05,68.84,67.42,14835.5
2026-02-04,68.05,68.12,68.4,66.4,15489.38
2026-02-05,67.4,67.61,69.6,66.82,19789.0
2026-02-06,67.27,67.37,68.38,66.79,10627.0
2026-02-09,67.36,68.53,68.59,67.07,14266.8
2026-02-10,69.0,67.68,69.0,67.12,13973.3
2026-02-11,67.74,70.12,70.36,67.68,29835.81
2026-02-12,69.73,68.9,69.89,68.28,18106.2
2026-02-13,68.85,68.67,69.85,68.15,14062.59
2026-02-24,69.18,68.12,69.3,67.72,8815.67
2026-02-25,67.95,68.23,68.83,67.95,12312.0
2026-02-26,68.28,71.58,72.0,68.0,36247.79
2026-02-27,71.0,70.6,71.93,69.6,20339.94
2026-03-02,69.57,71.13,73.33,69.45,19824.0
2026-03-03,71.14,66.39,71.42,66.31,32824.51
2026-03-04,65.5,66.68,68.08,64.51,15454.86
2026-03-05,67.64,66.74,67.86,66.0,11247.94
2026-03-06,66.69,67.1,67.5,66.08,8803.9
2026-03-09,66.66,66.04,66.72,64.01,19295.61
2026-03-10,66.39,67.31,68.42,66.3,18191.89
2026-03-11,67.31,67.11,68.48,66.81,18203.04
2026-03-12,67.03,73.82,73.82,66.6,69841.96
2026-03-13,73.81,75.26,79.79,73.0,95796.6
2026-03-16,75.88,74.68,76.85,73.49,59974.67
2026-03-17,73.7,77.24,79.01,73.59,61218.52
2026-03-18,75.92,74.88,77.02,72.4,49775.14
